,INN_Name,BrandName,Phase,Applicants,LigID,pdbID,Type,RoF,MW,LogP,TPSA,HBA,HBD,NRB,Indications,Targets,Kinase_families,First_Approval,SC_Patent,Chirality,Synonyms,FDA_approved,Melting_points_C,Canonical_Smiles,InChIKey
193,Binimetinib,['Mektovi'],4.0,Novartis,,,,0,440.0,3.0,88.4,6,3,6,"On June 27, 2018, the Food and Drug Administration approved encorafenib and binimetinib in combination patients with unresectable or metastatic melano ma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test.",['MAP2K1'],['STE'],2018,,Achiral Molecule,"['ARRY-162', 'NVP-MEK162', 'Binimetinib', 'MEK-162', 'ARRY-438162']",Y,,Cn1cnc2c1cc(c(c2F)Nc3ccc(cc3F)Br)C(=O)NOCCO,ACWZRVQXLIRSDF-UHFFFAOYSA-N
194,Encorafenib,['Braftovi'],4.0,Novartis,,,,1,539.2,3.9,140.1,9,3,9,"On June 27, 2018, the Food and Drug Administration approved encorafenib and binimetinib in combination patients with unresectable or metastatic melano ma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test.",['BRAF'],['TKL'],2018,,Single Stereoisomer,"['NVP-LGX818-NXA', 'LGX-818', 'Encorafenib', 'NVP-LGX818']",Y,,C[C@@H](CNc1nccc(n1)c2cn(nc2c3cc(cc(c3F)NS(=O)(=O)C)Cl)C(C)C)NC(=O)OC,CMJCXYNUCSMDBY-ZDUSSCGKSA-N
195,Zanubrutinib,,4.0,BeiGene,,,,0,471.2,4.2,102.5,6,2,6,"Zanubrutinib (BGB-3111) is a potent, selective and and irreversible BTK inhibitor that is being investigated for clinical utility in the treatment of  hematological cancers, such as non-Hodgkin's lymphoma and chronic lymphocytic leukemia (CLL) [ 1-2 ].",,,2019,,,"['BGB-3111', 'ZANUBRUTINIB']",Y,,C=CC(=O)N1CCC(CC1)C2CCNc3n2nc(c3C(=O)N)c4ccc(cc4)Oc5ccccc5,RNOAOAWBMHREKO-UHFFFAOYSA-N
196,Duvelisib,['Copiktra'],4.0,Infinity Pharmacueticals,,,,0,416.1,4.5,88.5,6,2,4,"On october 27, 2018, the FDA approved duvelisib to treat relapsed or refractory chronic lymphocytic leukemia, small lymphocytic lymphoma and follicula r lymphoma","['PIK3CD', 'PIK3CG']",['Atypical'],2018,,Single Stereoisomer,"['INK-1197', 'INK-1147', 'IPI-145', 'Duvelisib']",Y,>190,C[C@@H](c1cc2cccc(c2c(=O)n1c3ccccc3)Cl)Nc4c5c([nH]cn5)ncn4,SJVQHLPISAIATJ-ZDUSSCGKSA-N
197,Gilteritinib,['Xospata'],4.0,Astellas Pharma,C6F,['6jqr'],,1,552.4,2.7,121.1,10,3,9,"On november 28, 2018, the FDA approved gilteritinib to treat patients who have relapsed or refractory acute myeloid leukemia (AML)","['FLT3', 'AXL', 'ALK']",['Tyr'],2018,,Achiral Molecule,"['ASP-2215', 'Gilteritinib']",Y,,CCc1c(nc(c(n1)C(=O)N)Nc2ccc(c(c2)OC)N3CCC(CC3)N4CCN(CC4)C)NC5CCOCC5,GYQYAJJFPNQOOW-UHFFFAOYSA-N
198,Fostamatinib,['Tavalisse'],4.0,Rigel Pharmaceuticals,2RC,['4o75'],,2,580.1,3.1,186.7,12,4,10,Indicated for the treatment of chronic immune thrombocytopenia (ITP) in adult patients who have had an insufficient response to a previous treatment,['SYK'],['Tyr'],2018,,Achiral Molecule,"['R-935788', 'R-788', 'Free', 'acid', 'R-935788', 'Free', 'acid', 'Fostamatinib', 'R-788']",Y,,CC1(C(=O)N(c2c(ccc(n2)Nc3c(cnc(n3)Nc4cc(c(c(c4)OC)OC)OC)F)O1)COP(=O)(O)O)C,GKDRMWXFWHEQQT-UHFFFAOYSA-N
199,Bosutinib,['Bosulif'],4.0,Wyeth,DB8,"['3soa', '3ue4', '4mxo', '4mxx', '4mxy', '4mxz', '4qmn', '5ajq', '5i9x', '5vc3', '5vcy', '6fdy', '6op9']",1.0,2,529.2,5.2,82.9,8,1,9,"Treatment of chronic, accelerated, or blast phase Philadelphia chromosome-positive (Ph+) chronic myelogenous leukemia (CML) with resistance or intoler ance to prior therapy in adult patients.","['BCR', 'ABL1', 'LYN', 'HCK', 'SRC', 'CDK2', 'MAP2K1', 'MAP2K2', 'MAP3K2', 'CAMK2G']","['Atypical', 'Tyr', 'STE', 'CAMK', 'CMGC']",2012,US-6002008-A,Achiral Molecule,"['Bosulif', 'Bosutinib', 'Monohydrate', 'Bosutinib', 'SKI-606']",Y,,CN1CCN(CC1)CCCOc2cc3c(cc2OC)c(c(cn3)C#N)Nc4cc(c(cc4Cl)Cl)OC,UBPYILGKFZZVDX-UHFFFAOYSA-N
200,Alectinib,['Alecensa'],4.0,Hoffmann-La Roche,EMH,"['3aox', '5xv7']",1.0,0,482.3,4.8,72.4,5,1,3,"Alectinib is a kinase inhibitor indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive, metastatic non-small cell lung  cancer (NSCLC) who have progressed on or are intolerant to crizotinib. This indication is approved under accelerated approval based on tumor response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.",['ALK'],['Tyr'],2015,US-9126931-B2,Achiral Molecule,"['Alectinib', 'CH-5424802', 'AF-802']",Y,,CCc1cc2c(cc1N3CCC(CC3)N4CCOCC4)C(c5c(c6ccc(cc6[nH]5)C#N)C2=O)(C)C,KDGFLJKFZUIJMX-UHFFFAOYSA-N
201,Palbociclib,['Ibrance'],4.0,Pfizer,LQQ,"['2euf', '5l2i']",1.0,0,447.2,3.0,105.0,9,2,5,"Palbociclib is indicated in combination with letrozole for the treatment of postmenopausal women with estrogen receptor (ER)-positive, human epidermal  growth factor receptor 2 (HER2)-negative advanced breast cancer as initial endocrine-based therapy for their metastatic disease. This indication is approved under accelerated approval based on progression-free survival (PFS). Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.","['CDK4', 'CDK6']",['CMGC'],2015,US-6936612-B2,Achiral Molecule,"['Ibrance', 'Palbociclib', 'PD-0332991']",Y,263-266,Cc1c2cnc(nc2n(c(=O)c1C(=O)C)C3CCCC3)Nc4ccc(cn4)N5CCNCC5,AHJRHEGDXFFMBM-UHFFFAOYSA-N
202,Afatinib,['Gilotrif'],4.0,Boehringer Ingelheim,0WM,['4g5j'],1.0,0,485.2,4.4,88.6,7,2,8,Afatinib is a kinase inhibitor indicated for the first-line treatment of patient with metastatic non-small cell lung cancer (NSCLC) whose tumours have  epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test.,"['EGFR', 'ERBB2', 'ERBB4']",['Tyr'],2013,US-6251912-B1,Single Stereoisomer,"['Giotrif;Gilotrif', 'Afatinib', 'BIBW-2992']",Y,,CN(C)C/C=C/C(=O)Nc1cc2c(cc1O[C@H]3CCOC3)ncnc2Nc4ccc(c(c4)Cl)F,ULXXDDBFHOBEHA-CWDCEQMOSA-N
203,Acalabrutinib,['Calquence'],4.0,Astrazeneca,,,,0,465.2,3.3,118.5,7,2,4,Acalabrutinib is currently indicated for the treatment of adult patients with Mantle Cell Lymphoma (MCL) who have received at least one prior therapy,['BTK'],['Tyr'],2017,US-9290504-B2,Single Stereoisomer,"['Calquence', 'ACP-196', 'Acalabrutinib']",Y,,CC#CC(=O)N1CCC[C@H]1c2nc(c3n2ccnc3N)c4ccc(cc4)C(=O)Nc5ccccn5,WDENQIQQYWYTPO-IBGZPJMESA-N
204,Anlotinib,,4.0,Advenchen Laboratories,,,,0,407.2,4.8,82.4,5,2,6,"Anlotinib (AL3818) is a non-selective inhibitor of multiple receptor tyrosine kinases, including vascular endothelial growth factor receptor type 2 (V EGFR-2, FLT1) and type 3 (VEGFR-3, FLT4). It is being investigated for antineoplastic and anti-angiogenic potential. The dihydrochloride has PubChem CID: 57380530. Preparation and crystallisation of AL3818 is described in patent WO2016179123.","['KDR', 'FLT4']",['Tyr'],,,,"['ALTN', 'APCII', 'AL3818', 'ATC', 'I', 'FU', 'KE', 'WEI', 'APC', 'I', 'ATCII', 'ANLOTINIB']",N,,Cc1cc2c([nH]1)ccc(c2F)Oc3ccnc4c3cc(c(c4)OCC5(CC5)N)OC,KSMZEXLVHXZPEF-UHFFFAOYSA-N
205,Baricitinib,['Olumiant'],4.0,Eli Lilly,3JW,['4w9x'],1.0,0,371.1,1.1,120.6,7,1,5,"Indicated for the treatment of moderate to severe active rheumatoid arthritis in adult patients who have responded inadequately to, or who are intoler ant to one or more disease-modifying anti-rheumatic drugs as monotherapy or in combination with methotrexate.","['JAK1', 'JAK2']",['Tyr'],2017,,Achiral Molecule,"['Baricitinib', 'LY-3009104', 'INCB-28050', 'INCB-028050']",Y,,CCS(=O)(=O)N1CC(C1)(CC#N)n2cc(cn2)c3c4cc[nH]c4ncn3,XUZMWHLSFXCVMG-UHFFFAOYSA-N
206,Axitinib,['Inlyta'],4.0,Pfizer,AXI,"['4ag8', '4agc', '4twp', '4wa9']",2.0,0,386.1,4.6,70.7,4,2,5,Used in kidney cell cancer and investigated for use/treatment in pancreatic and thyroid cancer.,"['FLT1', 'KDR', 'FLT4']",['Tyr'],2012,US-6534524-B1,Achiral Molecule,"['Inlyta', 'AG-13736', 'Axitinib', 'AG-013736']",Y,,CNC(=O)c1ccccc1Sc2ccc3c(c2)[nH]nc3/C=C/c4ccccn4,RITAVMQDGBJQJZ-FMIVXFBMSA-N
207,Brigatinib,['Alunbrig'],4.0,Ariad Pharmaceuticals,6GY,['6mx8'],1.0,2,583.3,5.1,85.9,9,2,8,"The anaplastic lymphoma kinase positive, metastatic non-small cell lung cancer (ALK+ NSCLC), represents only 3-5% of the NSCLC cancer cases, but the A LK mutation, overexpression and presence in several oncogenic fusion proteins in solid and hematologic tumors have pointed out the importance as well as its potential as a cancer therapy target. The ALK-related cases of NSCLC are associated with the presence of the fusion gene EML4-ALK which fused the ALK protein with the echinoderm microtubule-associated protein like-4 whose original function is the correct formation of microtubules. The presence of the aberrant fusion protein results in abnormal signaling that provokes increased cell growth, proliferation and survival. Crizotinib is indicated for the treatment of such cases but the presence of ALK kinase domain mutations confer resistance to the treatment. Thus, brigatinib is indicated for the treatment of patients with ALK+ NSCLC with intolerance to Crizotinib.","['ALK', 'EGFR']",['Tyr'],2017,US-9012462-B2,Achiral Molecule,"['Alunbrig', 'AP-26113', 'Brigatinib']",Y,,CN1CCN(CC1)C2CCN(CC2)c3ccc(c(c3)OC)Nc4ncc(c(n4)Nc5ccccc5P(=O)(C)C)Cl,AILRADAXUVEEIR-UHFFFAOYSA-N
208,Ceritinib,['Zykadia'],4.0,Novartis,4MK,['4mkc'],1.0,2,557.2,6.4,105.2,8,3,9,Ceritinib is a kinase inhibitor indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung  cancer (NSCLC) who have progressed on or are intolerant to crizotinib. This indication is approved under accelerated approval based on tumor response rate and duration of response. An improvement in survival or disease-related symptoms has not been established. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.,['ALK'],['Tyr'],2014,US-7153964-B2,Achiral Molecule,"['Zykadia', 'Ceritinib', 'NVP-LDK378-NX']",Y,,Cc1cc(c(cc1C2CCNCC2)OC(C)C)Nc3ncc(c(n3)Nc4ccccc4S(=O)(=O)C(C)C)Cl,VERWOWGGCGHDQE-UHFFFAOYSA-N
209,Regorafenib,['Stivarga'],4.0,Bayer,,,2.0,1,482.1,5.7,92.3,4,3,5,"Regorafenib is indicated for the treatment of patients with metastatic colorectal cancer (CRC) who have been previously treated with fluoropyrimidine- , oxaliplatin- and irinotecan-based chemotherapy, an anti-VEGF therapy, and, if KRAS wild type, an anti-EGFR therapy. Regorafenib is also indicated for the treatment of patients with locally advanced, unresectable or metastatic gastrointestinal stromal tumor (GIST) who have been previously treated with imatinib mesylate and sunitinib malate.","['FLT1', 'KDR', 'FLT4', 'KIT', 'PDGFRA', 'PDGFRB', 'FGFR1', 'FGFR2', 'TEK', 'DDR2', 'NTRK1', 'EPHA2', 'RAF1', 'BRAF', 'MAPK11', 'FRK', 'ABL1', 'RET']","['TKL', 'Tyr', 'CMGC']",2012,US-7351834-B1,Achiral Molecule,"['Stivarga', 'Regorafenib', 'BAY-734506', 'monohydrate', 'BAY-73-4506']",Y,,CNC(=O)c1cc(ccn1)Oc2ccc(c(c2)F)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,FNHKPVJBJVTLMP-UHFFFAOYSA-N
210,Icotinib,,4.0,Zhejiang Beta Pharma,,,,0,391.2,3.2,74.7,7,1,2,"Icotinib hydrochloride is a novel epidermal growth factor receptor (EGFR)–tyrosine kinase inhibitor, exhibits encouraging efficacy and tolerability in  patients with advanced non-small-cell lung cancer (NSCLC) who failed previous chemotherapy.",['EGFR'],['Tyr'],2011,,,['BPI-2009H'],N,,C#Cc1cccc(c1)Nc2c3cc4c(cc3ncn2)OCCOCCOCCO4,QQLKULDARVNMAL-UHFFFAOYSA-N
211,Idelalisib,['Zydelig'],4.0,Gilead Sciences,40L,['4xe0'],1.0,0,415.2,3.8,101.4,7,2,5,"Idelalisib is indicated in the treatment of chronic lymphocytic leukemia (CLL), relapsed follicular B-cell non-Hodgkin lymphoma (FL), and relapsed sma ll lymphocytic lymphoma (SLL). For the treatment of relapsed CLL, it is currently indicated as a second-line agent in combination with rituximab in patients for whom rituximab alone would be considered appropriate therapy due to other co-morbidities, while in the treatment of FL and SLL it is intended to be used in patients who have received at least two prior systemic therapies.",['PIK3CD'],['Atypical'],2014,US-6800620-B2,Single Stereoisomer,"['Zydelig', 'GS-1101', 'GS-11CAL-101', 'Idelalisib', 'CAL-101']",Y,,CC[C@@H](c1nc2cccc(c2c(=O)n1c3ccccc3)F)Nc4c5c([nH]cn5)ncn4,IFSDAJWBUCMOAH-HNNXBMFYSA-N
212,Imatinib,['Gleevec'],4.0,Novartis,STI,"['1iep', '1opj', '1t46', '1xbb', '2hyy', '2oiq', '2pl0', '3fw1', '3gvu', '3hec', '3k5v', '3ms9', '3mss', '3oez', '3pyy', '4bkj', '4csv', '4r7i', '5mqt', '6hd4', '6hd6', '6npe', '6npu', '6npv']",2.0,0,493.3,4.6,86.3,7,2,7,"For the treatment of Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML), Ph+ acute lymphoblastic leukaemia, myelodysplastic/myeloprol iferative diseases, aggressive systemic mastocytosis, hypereosinophilic syndrome and/or chronic eosinophilic leukemia (CEL), dermatofibrosarcoma protuberans, and malignant gastrointestinal stromal tumors (GIST).","['KIT', 'RET', 'NTRK1', 'CSF1R', 'PDGFRA', 'DDR1', 'ABL1', 'PDGFRB']",['Tyr'],2001,US-6894051-B1,Achiral Molecule,"['Gleevec', 'Imatinib', 'STI-571']",Y,226,Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C,KTUFNOKKBVMGRW-UHFFFAOYSA-N
213,Ponatinib,['Iclusig'],4.0,Ariad Pharmaceuticals,0LI,"['3ik3', '3oxz', '3zos', '4c8b', '4qrc', '4tyj', '4u0i', '4uxq', '4v01', '4v04', '6eg9']",2.0,1,532.2,4.5,65.8,6,1,4,"Ponatinib is indicated for the treatment of adult patients with chronic phase, accelerated phase, or blast phase chronic myeloid leukemia (CML) that i s resistant or intolerant to prior tyrosine kinase inhibitor therapy or Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ALL) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy.","['ABL1', 'BCR', 'KIT', 'RET', 'TEK', 'FLT3', 'FGFR1', 'FGFR2', 'FGFR3', 'FGFR4', 'LCK', 'SRC', 'LYN', 'KDR', 'PDGFRA']","['Atypical', 'Tyr']",2012,US-8114874-B2,Achiral Molecule,"['Iclusig', 'AP-24534', 'Ponatinib']",Y,,Cc1ccc(cc1C#Cc2cnc3n2nccc3)C(=O)Nc4ccc(c(c4)C(F)(F)F)CN5CCN(CC5)C,PHXJVRSECIGDHY-UHFFFAOYSA-N
214,Lapatinib,['Tykerb'],4.0,GlaxoSmithKline,FMM,"['1xkk', '3bbt']",1.5,2,580.1,6.1,106.4,8,2,11,"Indicated in combination with capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress the human  epidermal receptor type 2 (HER2) protein and who have received prior therapy including an anthracycline, a taxane, and trastuzuma.","['EGFR', 'ERBB2']",['Tyr'],2007,US-6391874-B1,Achiral Molecule,"['Tyverb', 'GW-2016', 'GW-572016', 'Lapatinib']",Y,,CS(=O)(=O)CCNCc1ccc(o1)c2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F,BCFGMOOMADDAQU-UHFFFAOYSA-N
215,Ribociclib,['Kisqali'],4.0,Novartis,6ZZ,['5l2t'],1.0,0,434.3,2.8,91.2,8,2,5,"Kisqali (ribociclib) is a selective cyclin-dependent kinase inhibitor, a class of drugs that help slow the progression of cancer by inhibiting two pro teins called cyclin-dependent kinase 4 and 6 (CDK4/6). These proteins, when over-activated, can enable cancer cells to grow and divide too quickly. Targeting CDK4/6 with enhanced precision may play a role in ensuring that cancer cells do not continue to replicate uncontrollably.","['CDK4', 'CDK6']",['CMGC'],2017,US-8324225-B2,Achiral Molecule,"['Ribociclib', 'LEE-011', 'NVP-LEE011']",Y,,CN(C)C(=O)c1cc2cnc(nc2n1C3CCCC3)Nc4ccc(cn4)N5CCNCC5,RHXHGRAEPCAFML-UHFFFAOYSA-N
216,Apatinib,,4.0,Bukwang Pharmaceutical,,,,1,397.2,5.1,90.7,5,2,5,"Apatinib mesylate is an orally bioavailable, small-molecule receptor tyrosine kinase inhibitor with potential antiangiogenic and antineoplastic activi ties. The free-base form is also known as Rivoceranib. Apatinib selectively binds to and inhibits vascular endothelial growth factor receptor 2, which may inhibit VEGF-stimulated endothelial cell migration and proliferation and decrease tumor microvessel density. In addition, this agent mildly inhibits c-Kit and c-SRC tyrosine kinases.",['KDR'],['Tyr'],2014,,,"['NO.', 'STUDY', 'DRUG', '5-FLUOROURACIL', 'VP-16', 'ALBUMIN', 'PACLITAXEL', 'AITAN', 'DOCETAXEL', 'EGAFUR', 'EMOZOLOMIDE（TMZ）', 'PLATINU', 'NAVELBINE+AITAN', 'PEMETREXED', 'H20140103', 'S1', 'ARGET', 'THERAPY', 'SPA', 'YN968D1', 'CARBOPLATIN', 'ARM', 'A', 'PACLITAXOL', 'XELOX', 'APATINIB', 'GROUP', 'S-1', 'ATAN', 'AI', 'TAN', 'APATINIB', 'REATMENT', 'GROUP', 'CAPECITABINE', 'YEW', 'APATINIB', 'MESYLATE', 'ESYLATE', 'APATINIB', 'APATINIB', 'TABLETS', 'OXALIPLATIN', 'YN968D1,(AITAN®']",N,,N#CC1(CCCC1)c1ccc(cc1)NC(=O)c1cccnc1Nc1cnccc1C,MGZNERAVOCFMCU-UHFFFAOYSA-N
217,Midostaurin,['Rydapt'],4.0,Novartis Pharmaceuticals Corp,2K2,['4nct'],,2,570.2,5.9,77.7,6,1,3,"On april 28 , 2017, the FDA approved midostaurin to  treat acute myeloid leukemia",,,2017,US-7973031-B2,Single Stereoisomer,"['Rydapt', 'Midostaurin', 'NVP-PKC412', 'PKC-412', 'CGP-41251']",Y,235-260,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)N(C)C(=O)c9ccccc9)OC,BMGQWWVMWDBQGC-IIFHNQTCSA-N
